customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3169,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Oneyear,Yes,Electroniccheck,1,1,No
3170,Male,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Oneyear,No,Electroniccheck,1,1,No
3171,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),0,1,No
3172,Male,0,No,Yes,1,Yes,No,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3173,Female,0,Yes,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,0,No
3174,Male,0,Yes,No,1,No,Nophoneservice,DSL,No,No,No,No,Yes,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
3175,Male,1,Yes,No,0,Yes,No,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,No,Banktransfer(automatic),1,1,Yes
3176,Female,0,Yes,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
3177,Male,0,Yes,Yes,1,No,Nophoneservice,DSL,Yes,No,Yes,Yes,Yes,No,Twoyear,No,Mailedcheck,1,1,No
3178,Male,0,Yes,No,1,Yes,No,Fiberoptic,Yes,No,No,No,Yes,No,Month-to-month,No,Electroniccheck,1,1,Yes
3179,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,0,1,No
3180,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,No
3181,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Twoyear,Yes,Mailedcheck,1,1,No
3182,Female,0,Yes,No,1,Yes,No,Fiberoptic,No,No,No,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
3183,Male,1,Yes,No,0,No,Nophoneservice,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailedcheck,1,0,Yes
3184,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
3185,Female,1,No,No,0,No,Nophoneservice,DSL,No,No,No,No,No,No,Month-to-month,No,Mailedcheck,0,0,Yes
3186,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
3187,Male,0,Yes,Yes,1,Yes,No,Fiberoptic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,1,No
3188,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
3189,Female,0,Yes,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,No
3190,Male,0,Yes,Yes,1,No,Nophoneservice,DSL,No,No,Yes,Yes,Yes,Yes,Twoyear,No,Banktransfer(automatic),1,1,No
3191,Male,1,No,No,0,No,Nophoneservice,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Creditcard(automatic),1,1,No
3192,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),0,1,No
3193,Female,0,Yes,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,0,No
3194,Female,1,Yes,No,1,No,Nophoneservice,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Creditcard(automatic),1,1,Yes
3195,Female,0,No,No,0,Yes,No,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,No,Electroniccheck,1,1,No
3196,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,0,No
3197,Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,Yes
3198,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
3199,Female,0,No,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),0,1,No
3200,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3201,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Twoyear,Yes,Mailedcheck,1,1,No
3202,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,0,No
3203,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Banktransfer(automatic),1,1,No
3204,Male,0,No,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,Banktransfer(automatic),0,1,No
3205,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
3206,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,No
3207,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Creditcard(automatic),0,0,No
3208,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
3209,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
3210,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Oneyear,No,Mailedcheck,1,1,No
3211,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),0,0,No
3212,Male,0,Yes,No,1,Yes,No,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,No
3213,Female,0,Yes,Yes,1,No,Nophoneservice,DSL,Yes,No,Yes,No,No,No,Oneyear,No,Creditcard(automatic),1,1,No
3214,Male,1,No,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Oneyear,Yes,Banktransfer(automatic),1,1,No
3215,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,No
3216,Female,0,Yes,Yes,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailedcheck,1,0,Yes
3217,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Mailedcheck,0,0,No
3218,Male,0,No,No,1,Yes,No,Fiberoptic,No,Yes,Yes,No,No,No,Oneyear,No,Creditcard(automatic),1,1,No
3219,Female,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
3220,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Twoyear,No,Creditcard(automatic),1,1,No
3221,Male,0,No,No,0,No,Nophoneservice,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electroniccheck,1,0,No
3222,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Banktransfer(automatic),1,0,No
3223,Male,0,Yes,No,0,No,Nophoneservice,DSL,No,Yes,No,No,No,No,Month-to-month,No,Creditcard(automatic),1,0,No
3224,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3225,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
3226,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,No
3227,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailedcheck,1,1,No
3228,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,1,1,No
3229,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3230,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
3231,Female,0,No,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailedcheck,1,1,No
3232,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Oneyear,No,Mailedcheck,1,1,No
3233,Male,1,Yes,No,0,No,Nophoneservice,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,No
3234,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
3235,Female,0,No,No,1,No,Nophoneservice,DSL,Yes,Yes,Yes,Yes,No,No,Oneyear,No,Creditcard(automatic),1,1,No
3236,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electroniccheck,1,1,No
3237,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),0,1,No
3238,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
3239,Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailedcheck,1,1,No
3240,Female,0,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Oneyear,No,Banktransfer(automatic),1,1,Yes
3241,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,Yes
3242,Male,0,No,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,0,No
3243,Female,0,No,No,1,No,Nophoneservice,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
3244,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Creditcard(automatic),1,1,No
3245,Female,0,Yes,Yes,1,Yes,No,Fiberoptic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electroniccheck,1,1,Yes
3246,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailedcheck,1,0,Yes
3247,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
3248,Male,1,Yes,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3249,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,No
3250,Male,0,Yes,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,Mailedcheck,0,0,No
3251,Female,1,No,No,1,Yes,Yes,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Banktransfer(automatic),1,1,Yes
3252,Male,0,Yes,Yes,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Oneyear,Yes,Mailedcheck,1,1,No
3253,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,No
3254,Male,1,No,No,0,Yes,No,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
3255,Female,1,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
3256,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,No,Banktransfer(automatic),1,1,No
3257,Male,0,No,No,1,Yes,No,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailedcheck,1,1,No
3258,Male,0,No,No,0,No,Nophoneservice,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,0,0,No
3259,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,Creditcard(automatic),1,1,No
3260,Male,0,No,No,1,Yes,No,Fiberoptic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
3261,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
3262,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,No,Month-to-month,No,Electroniccheck,1,1,Yes
3263,Female,0,Yes,Yes,1,Yes,No,Fiberoptic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Banktransfer(automatic),1,1,No
3264,Female,0,No,Yes,0,Yes,No,Fiberoptic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electroniccheck,1,1,No
3265,Male,0,Yes,Yes,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
3266,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),0,1,No
3267,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,1,No
3268,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Oneyear,No,Mailedcheck,1,1,No
3269,Male,0,No,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),0,1,No
3270,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailedcheck,1,1,No
3271,Male,1,Yes,No,0,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3272,Male,0,No,No,0,Yes,Yes,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
3273,Male,0,No,No,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,Electroniccheck,1,1,Yes
3274,Female,0,No,No,1,Yes,No,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
3275,Female,0,Yes,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,0,No
3276,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
3277,Male,0,Yes,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,0,No
3278,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
3279,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Oneyear,No,Creditcard(automatic),1,1,No
3280,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Twoyear,No,Electroniccheck,1,1,No
3281,Male,0,Yes,No,1,Yes,No,Fiberoptic,No,Yes,No,No,Yes,Yes,Twoyear,Yes,Electroniccheck,1,1,No
3282,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,No,Banktransfer(automatic),1,1,No
3283,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,Creditcard(automatic),0,1,No
3284,Male,0,No,No,1,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,1,No
3285,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
3286,Male,1,No,No,1,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3287,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,Yes,Oneyear,Yes,Electroniccheck,1,1,Yes
3288,Female,0,Yes,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,0,No
3289,Female,0,No,Yes,1,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Banktransfer(automatic),1,1,No
3290,Female,0,No,No,0,No,Nophoneservice,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailedcheck,1,0,No
3291,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electroniccheck,1,1,No
3292,Female,0,No,No,0,No,Nophoneservice,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Creditcard(automatic),1,0,No
3293,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
3294,Female,0,Yes,Yes,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,0,Yes
3295,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Twoyear,No,Banktransfer(automatic),1,1,No
3296,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Creditcard(automatic),1,1,No
3297,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),1,1,No
3298,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,No
3299,Male,0,No,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
3300,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,1,No
3301,Female,1,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
3302,Male,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,1,1,Yes
3303,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,No,Banktransfer(automatic),1,0,Yes
3304,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Electroniccheck,1,1,No
3305,Male,1,No,No,1,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,No,Electroniccheck,1,1,No
3306,Female,0,Yes,Yes,0,Yes,No,Fiberoptic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electroniccheck,1,0,No
3307,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Twoyear,No,Electroniccheck,1,1,No
3308,Female,0,Yes,No,0,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
3309,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),0,1,No
3310,Female,1,No,No,0,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,No,Electroniccheck,1,0,Yes
3311,Female,0,No,No,1,No,Nophoneservice,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,1,No
3312,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,No
3313,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Electroniccheck,0,0,No
3314,Female,0,No,No,1,Yes,No,Fiberoptic,No,Yes,Yes,No,No,No,Oneyear,No,Electroniccheck,1,1,No
3315,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
3316,Female,0,Yes,No,1,No,Nophoneservice,DSL,Yes,Yes,Yes,No,Yes,No,Oneyear,No,Banktransfer(automatic),1,1,No
3317,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Oneyear,No,Creditcard(automatic),1,1,No
3318,Male,0,No,No,0,No,Nophoneservice,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailedcheck,1,0,Yes
3319,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
3320,Male,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,No
3321,Female,0,Yes,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
3322,Female,1,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3323,Female,0,No,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,1,No
3324,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,No,Electroniccheck,1,0,No
3325,Male,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
3326,Male,1,No,No,1,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Oneyear,Yes,Creditcard(automatic),1,1,Yes
3327,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,No,Yes,Oneyear,No,Electroniccheck,1,1,No
3328,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,No
3329,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailedcheck,1,1,No
3330,Male,1,No,No,1,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3331,Male,0,Yes,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
3332,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailedcheck,1,0,Yes
3333,Male,0,No,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),0,0,No
3334,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3335,Male,0,No,No,0,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Electroniccheck,0,0,No
3336,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
3337,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,No
3338,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
3339,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),1,1,No
3340,Female,1,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,Creditcard(automatic),1,1,Yes
3341,Female,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailedcheck,1,1,No
3342,Male,0,No,No,1,No,Nophoneservice,DSL,Yes,Yes,Yes,No,Yes,Yes,Oneyear,No,Creditcard(automatic),1,1,No
3343,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Banktransfer(automatic),0,0,No
3344,Male,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,Yes
3345,Female,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,1,1,No
3346,Female,1,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,0,No
